CustomerID,Name,Gender,Age,City,State,SignupDate,Segment,Acquisition
C002646,Krishna Mishra,Male,34,Indore,Indore,2024-12-26,Consumer,Marketplace
C002647,Aarav Das,Female,29,Kochi,Kochi,2022-12-30,Consumer,Social Media
C002648,Meera Chopra,Female,31,Chandigarh,Chandigarh,2023-08-08,Home Office,Organic Search
C002649,Diya Chopra,Male,18,Chandigarh,Chandigarh,2023-12-17,Consumer,Social Media
C002650,Rahul Gupta,Male,43,Hyderabad,Hyderabad,2022-09-14,Consumer,Social Media
C002651,Neha Nair,Female,30,Nagpur,Nagpur,2022-03-30,Consumer,Organic Search
C002652,Aditya Rao,Male,33,Patna,Patna,2026-02-19,Consumer,Paid Search
C002653,Sanya Sharma,Male,42,Mumbai,Mumbai,2026-07-30,Home Office,Organic Search
C002654,Tanya Mehta,Female,40,Kochi,Kochi,2026-02-06,Consumer,Paid Search
C002655,Sneha Bose,Female,33,Ahmedabad,Ahmedabad,2024-05-19,Corporate,Organic Search
C002656,Karan Mehta,Female,21,Delhi,Delhi,2023-07-23,Consumer,Email
C002657,Siddharth Yadav,Male,35,Bhopal,Bhopal,2022-03-10,Consumer,Affiliate
C002658,Nisha Joshi,Female,18,Mumbai,Mumbai,2022-10-27,Consumer,Organic Search
C002659,Aditi Rao,Male,40,Mumbai,Mumbai,2022-03-03,Home Office,Social Media
C002660,Reyansh Iyer,Male,32,Ahmedabad,Ahmedabad,2022-11-27,Home Office,Affiliate
C002661,Manish Mishra,Male,38,Chandigarh,Chandigarh,2022-04-27,Corporate,Email
C002662,Rahul Gupta,Male,46,Ahmedabad,Ahmedabad,2026-01-04,Small Business,Paid Search
C002663,Aditi Kumar,Male,41,Patna,Patna,2025-02-02,Consumer,Paid Search
C002664,Ishaan Das,Male,24,Pune,Pune,2025-03-15,Corporate,Organic Search
C002665,Vivaan Bose,Male,37,Guwahati,Guwahati,2022-03-16,Consumer,Affiliate
C002666,Vivaan Chopra,Female,26,Noida,Noida,2026-03-01,Consumer,Email
C002667,Reyansh Gupta,Female,18,Kolkata,Kolkata,2025-09-02,Consumer,Organic Search
C002668,Kabir Sharma,Male,28,Ahmedabad,Ahmedabad,2026-07-29,Corporate,Marketplace
C002669,Aarav Patel,Male,26,Coimbatore,Coimbatore,2024-08-02,Consumer,Paid Search
C002670,Diya Kumar,Male,28,Guwahati,Guwahati,2024-11-29,Consumer,Email
C002671,Diya Nair,Female,42,Guwahati,Guwahati,2024-12-06,Consumer,Social Media
C002672,Vikram Malhotra,Female,52,Bhopal,Bhopal,2022-05-12,Small Business,Referral
C002673,Rahul Yadav,Female,55,Guwahati,Guwahati,2025-01-15,Consumer,Organic Search
C002674,Manish Verma,Female,37,Mumbai,Mumbai,2024-10-05,Corporate,Referral
C002675,Vikram Bose,Female,34,Pune,Pune,2023-10-02,Consumer,Affiliate
C002676,Meera Nair,Female,46,Surat,Surat,2023-03-27,Consumer,Marketplace
C002677,Rohan Singh,Male,35,Lucknow,Lucknow,2023-01-01,Consumer,Social Media
C002678,Isha Shah,Female,46,Patna,Patna,2025-11-06,Consumer,Social Media
C002679,Kavya Patel,Male,20,Chennai,Chennai,2022-12-07,Small Business,Organic Search
C002680,Kavya Kapoor,Female,43,Surat,Surat,2023-12-02,Consumer,Paid Search
C002681,Tanya Chopra,Male,38,Hyderabad,Hyderabad,2024-01-25,Consumer,Paid Search
C002682,Sneha Shah,Male,34,Pune,Pune,2025-04-21,Consumer,Social Media
C002683,Rahul Kapoor,Female,43,Chandigarh,Chandigarh,2022-11-04,Consumer,Social Media
C002684,Isha Iyer,Male,25,Chennai,Chennai,2023-05-23,Consumer,Referral
C002685,Reyansh Das,Female,22,Chennai,Chennai,2022-12-09,Corporate,Marketplace
C002686,Aditya Gupta,Female,28,Coimbatore,Coimbatore,2022-06-21,Consumer,Social Media
C002687,Rahul Nair,Male,32,Ahmedabad,Ahmedabad,,Consumer,Social Media
C002688,Manish Das,Female,35,Lucknow,Lucknow,2023-08-22,Small Business,Social Media
C002689,Vikram Sharma,Male,30,Chandigarh,Chandigarh,2022-02-16,Consumer,Organic Search
C002690,Rohan Gupta,Male,42,Surat,Surat,2025-06-13,Small Business,Organic Search
C002691,Rahul Bose,Male,21,Guwahati,Guwahati,2022-04-05,Small Business,Organic Search
C002692,Aditya Das,Male,39,Pune,Pune,2024-12-26,Corporate,Social Media
C002693,Rohan Rao,Female,45,Bengaluru,Bengaluru,2022-10-20,Consumer,Social Media
C002694,Varun Reddy,Male,46,Indore,Indore,2023-04-29,Corporate,Paid Search
C002695,Varun Gupta,Male,46,Mumbai,Mumbai,2025-01-07,Consumer,Referral
C002696,Neha Rao,Male,30,Patna,Patna,2022-03-21,Home Office,Social Media
C002697,Arjun Sharma,Female,31,Noida,Noida,2024-06-04,Corporate,Organic Search
C002698,Vivaan Verma,Female,29,Gurugram,Gurugram,2022-11-27,Consumer,Social Media
C002699,Nisha Nair,Male,19,Surat,Surat,2022-11-12,Consumer,Paid Search
C002700,Manish Verma,Male,28,Kochi,Kochi,2025-01-24,Small Business,Email
C002701,Kavya Malhotra,Male,18,Bhubaneswar,Bhubaneswar,2025-04-16,Consumer,Email
C002702,Riya Sharma,Female,41,Chandigarh,Chandigarh,2025-10-06,Consumer,Paid Search
C002703,Aditya Singh,Female,36,Bhopal,Bhopal,2026-06-05,Home Office,Marketplace
C002704,Manish Bose,Female,37,Lucknow,Lucknow,2026-02-14,Consumer,Marketplace
C002705,Neha Gupta,Female,23,Bengaluru,Bengaluru,2023-06-21,Consumer,Organic Search
C002706,Reyansh Rao,Female,20,Bhubaneswar,Bhubaneswar,2022-02-18,Corporate,Affiliate
C002707,Neha Malhotra,Female,27,Mysuru,Mysuru,2025-12-06,Consumer,Social Media
C002708,Diya Shah,Male,18,Noida,Noida,2026-06-09,Consumer,Marketplace
C002709,Neha Mishra,Female,36,Guwahati,Guwahati,2025-11-22,Corporate,Organic Search
C002710,Nisha Iyer,Female,59,Chandigarh,Chandigarh,2023-05-27,Corporate,Organic Search
C002711,Varun Kapoor,Female,20,Surat,Surat,2022-01-25,Corporate,Referral
C002712,Siddharth Mishra,Male,40,Patna,Patna,2025-09-21,Small Business,Referral
C002713,Kavya Gupta,Male,44,Kolkata,Kolkata,,Consumer,Referral
C002714,Pooja Kapoor,Female,32,Visakhapatnam,Visakhapatnam,2024-09-19,Home Office,Marketplace
C002715,Nikhil Patel,Female,30,Surat,Surat,2024-04-20,Corporate,Paid Search
C002716,Diya Yadav,Male,30,Lucknow,Lucknow,2025-12-19,Consumer,Email
C002717,Pooja Bose,Male,21,Patna,Patna,2023-07-26,Corporate,Organic Search
C002718,Riya Mishra,Male,29,Nagpur,Nagpur,2024-04-12,Small Business,Social Media
C002719,Karan Kumar,Female,37,Mysuru,Mysuru,2023-06-10,Consumer,Social Media
C002720,Manish Kumar,Female,53,Bengaluru,Bengaluru,2024-06-15,Small Business,Social Media
C002721,Isha Malhotra,Female,32,Bhubaneswar,Bhubaneswar,2022-03-20,Consumer,Email
C002722,TANYA NAIR,Male,22,Hyderabad,Hyderabad,2024-09-14,Consumer,Referral
C002723,Nikhil Kapoor,Female,33,Gurugram,Gurugram,2022-01-03,Corporate,Paid Search
C002724,Nikhil Patel,Female,24,Bengaluru,Bengaluru,2023-05-28,Consumer,Paid Search
C002725,Krishna Nair,Male,23,Bhubaneswar,Bhubaneswar,2024-02-12,Consumer,Social Media
C002726,Rahul Shah,Female,45,Kochi,Kochi,2025-01-05,Consumer,Paid Search
C002727,Priya Joshi,Female,48,Indore,Indore,2022-11-03,Small Business,Social Media
C002728,Karan Mishra,Male,34,Patna,Patna,2025-03-17,Home Office,Email
C002729,Diya Chopra,Female,38,Jaipur,Jaipur,2025-01-27,Corporate,Organic Search
C002730,Nikhil Yadav,Male,30,Surat,Surat,2023-07-05,Consumer,Social Media
C002731,Aditya Verma,Male,39,Bhopal,Bhopal,2025-11-02,Consumer,Organic Search
C002732,Varun Iyer,Female,35,Surat,Surat,2024-06-25,Corporate,Paid Search
C002733,Vivaan Patel,Male,38,Ahmedabad,Ahmedabad,2023-05-20,Consumer,Organic Search
C002734,Neha Yadav,Female,37,Hyderabad,Hyderabad,2022-04-23,Consumer,Marketplace
C002735,Vikram Kumar,Female,41,Kochi,Kochi,2022-07-14,Consumer,Marketplace
C002736,Priya Iyer,Male,27,Delhi,Delhi,2022-02-22,Consumer,Organic Search
C002737,Sneha Iyer,Male,56,Bhopal,Bhopal,2022-11-25,Corporate,Organic Search
C002738,Riya Nair,Male,32,Indore,Indore,2024-07-11,Consumer,Organic Search
C002739,Arjun Chopra,Female,34,Chennai,Chennai,2026-05-30,Consumer,Marketplace
C002740,Kabir Yadav,Female,49,Hyderabad,Hyderabad,2025-04-23,Consumer,Social Media
C002741,Sneha Iyer,Female,36,Ahmedabad,Ahmedabad,2022-07-10,Consumer,Marketplace
C002742,Nikhil Patel,Male,25,Pune,Pune,2025-11-01,Home Office,Marketplace
C002743,Rahul Das,Male,18,Mysuru,Mysuru,2022-06-15,Consumer,Paid Search
C002744,Sneha Yadav,Male,53,Guwahati,Guwahati,2025-09-08,Small Business,Organic Search
C002745,Sanya Mehta,Male,30,Hyderabad,Hyderabad,2025-07-06,Consumer,Organic Search
C002746,Aarav Mishra,Female,18,Kochi,Kochi,2023-03-02,Home Office,Paid Search
C002747,Meera Kumar,Male,34,Bhubaneswar,Bhubaneswar,2023-05-09,Corporate,Email
C002748,Sanya Nair,Male,29,Mumbai,Mumbai,2022-06-25,Consumer,Email
C002749,Kavya Rao,Male,31,Kolkata,Kolkata,2023-09-27,Small Business,Organic Search
C002750,Arjun Kapoor,Female,28,Mysuru,Mysuru,2023-10-05,Consumer,Organic Search
C002751,Nisha Nair,Female,25,Patna,Patna,2025-07-30,Consumer,Social Media
C002752,Sanya Gupta,Female,39,Delhi,Delhi,2023-04-23,Consumer,Referral
C002753,Diya Reddy,Female,25,Hyderabad,Hyderabad,2022-06-12,Small Business,Marketplace
C002754,Pooja Sharma,Male,22,Kochi,Kochi,2023-07-27,Consumer,Email
C002755,Riya Nair,Male,34,Patna,Patna,2025-03-11,Consumer,Email
C002756,Aditya Nair,Female,27,Bengaluru,Bengaluru,2024-01-25,Consumer,Paid Search
C002757,Isha Joshi,Male,38,Coimbatore,Coimbatore,2022-07-21,Consumer,Social Media
C002758,Sanya Kapoor,Female,18,Indore,Indore,2024-05-15,Consumer,Marketplace
C002759,Arjun Kapoor,Female,28,Pune,Pune,2023-05-25,Corporate,Organic Search
C002760,Aarav Nair,Non-Binary,35,Nagpur,Nagpur,2025-07-07,Consumer,Referral
C002761,Ishaan Malhotra,Female,26,Ahmedabad,Ahmedabad,2022-12-21,Consumer,Email
C002762,priya joshi,Male,41,Noida,Noida,2022-11-15,Consumer,Email
C002763,Sanya Chopra,Female,63,Coimbatore,Coimbatore,2026-02-21,Consumer,Marketplace
C002764,Arjun Mehta,Female,47,Kochi,Kochi,2025-11-02,Consumer,Organic Search
C002765,Diya Sharma,Female,29,Chandigarh,Chandigarh,2026-06-12,Home Office,Email
C002766,Priya Das,Male,37,Patna,Patna,2023-08-03,Home Office,Referral
C002767,Rohan Sharma,Female,40,Hyderabad,Hyderabad,2025-08-27,Consumer,Social Media
C002768,Rohan Das,Female,33,Kochi,Kochi,,Consumer,Social Media
C002769,Kavya Iyer,Male,44,Gurugram,Gurugram,2025-06-07,Consumer,Referral
C002770,Vivaan Singh,Female,34,Surat,Surat,2026-04-13,Consumer,Email
C002771,Meera Joshi,Female,33,Ahmedabad,Ahmedabad,2024-12-30,Consumer,Paid Search
C002772,Sanya Kumar,Female,32,Patna,Patna,2026-07-14,Home Office,Social Media
C002773,Karan Chopra,Male,20,Bhubaneswar,Bhubaneswar,2022-08-24,Home Office,Organic Search
C002774,Aditya Mehta,Female,35,Gurugram,Gurugram,2025-08-06,Consumer,Referral
C002775,Sneha Iyer,Male,48,Nagpur,Nagpur,2022-08-07,Consumer,Organic Search
C002776,Neha Gupta,Female,36,Pune,Pune,2023-12-11,Consumer,Social Media
C002777,Siddharth Patel,Male,52,Mumbai,Mumbai,2026-03-23,Consumer,Social Media
C002778,Vikram Patel,Female,34,Nagpur,Nagpur,2026-02-01,Consumer,Email
C002779,Aditi Malhotra,Female,43,Ahmedabad,Ahmedabad,2023-10-01,Small Business,Social Media
C002780,Arjun Kumar,Female,41,Bhopal,Bhopal,2024-11-16,Consumer,Marketplace
C002781,Aarav Iyer,Male,41,Pune,Pune,2024-11-29,Consumer,Paid Search
C002782,Vivaan Gupta,Male,44,Bengaluru,Bengaluru,2025-01-08,Consumer,Social Media
C002783,Nikhil Rao,Male,36,Mysuru,Mysuru,2025-07-17,Consumer,Organic Search
C002784,Priya Bose,Female,31,Bhopal,Bhopal,2026-07-06,Consumer,Organic Search
C002785,Diya Kumar,Male,18,Ahmedabad,Ahmedabad,2023-10-12,Consumer,Organic Search
C002786,Riya Mishra,Male,39,Jaipur,Jaipur,2022-01-25,Consumer,Paid Search
C002787,Ananya Chopra,Male,18,Mumbai,Mumbai,2025-02-06,Consumer,Referral
C002788,Arjun Kumar,Male,47,Visakhapatnam,Visakhapatnam,2024-03-25,Consumer,Marketplace
C002789,Nikhil Shah,Female,21,Kolkata,Kolkata,2022-11-17,Consumer,Organic Search
C002790,Siddharth Nair,Male,28,Hyderabad,Hyderabad,2023-10-02,Consumer,Paid Search
C002791,Kabir Yadav,Female,18,Chandigarh,Chandigarh,2024-12-06,Consumer,Paid Search
C002792,Siddharth Rao,Female,42,Pune,Pune,2024-08-04,Corporate,Organic Search
C002793,Rahul Reddy,Female,26,Chennai,Chennai,2022-09-30,Consumer,Paid Search
C002794,Isha Shah,Male,37,Jaipur,Jaipur,2023-11-29,Consumer,Paid Search
C002795,Krishna Gupta,Male,21,Coimbatore,Coimbatore,2025-04-01,Consumer,Affiliate
C002796,Meera Iyer,Male,32,Hyderabad,Hyderabad,2026-05-19,Consumer,Paid Search
C002797,Aditi Yadav,Female,52,Visakhapatnam,Visakhapatnam,2026-07-24,Consumer,Referral
C002798,Diya Singh,Female,35,Kochi,Kochi,2023-12-01,Corporate,Paid Search
C002799,Kabir Yadav,Female,18,Mysuru,Mysuru,2025-08-15,Consumer,Organic Search
C002800,Reyansh Verma,Male,39,Guwahati,Guwahati,2024-02-04,Consumer,Paid Search
C002801,Arjun Gupta,Female,18,Indore,Indore,2022-11-14,Consumer,Organic Search
C002802,Nikhil Joshi,Male,43,Patna,Patna,2022-07-21,Consumer,Organic Search
C002803,Nisha Malhotra,Female,52,Patna,Patna,2025-11-22,Corporate,Referral
C002804,Ananya Mehta,Female,31,Visakhapatnam,Visakhapatnam,2022-05-09,Consumer,Paid Search
C002805,Neha Kapoor,Female,20,Jaipur,Jaipur,2024-10-30,Corporate,Email
C002806,Nikhil Das,Female,25,Mysuru,Mysuru,2023-04-09,Consumer,Marketplace
C002807,Karan Kapoor,Female,20,Hyderabad,Hyderabad,2025-06-12,Consumer,Paid Search
C002808,Sneha Reddy,Male,36,Kochi,Kochi,2026-01-20,Consumer,Organic Search
C002809,Kavya Sharma,Non-Binary,46,Mysuru,Mysuru,2024-06-08,Home Office,Organic Search
C002810,Manish Mishra,Female,18,Surat,Surat,2024-04-16,Consumer,Paid Search
C002811,Priya Shah,Male,39,Bhopal,Bhopal,2025-11-07,Consumer,Referral
C002812,Riya Joshi,Non-Binary,27,Visakhapatnam,Visakhapatnam,2024-10-01,Consumer,Social Media
C002813,Reyansh Verma,Female,29,Coimbatore,Coimbatore,2024-03-27,Consumer,Paid Search
C002814,Diya Rao,Female,44,Ahmedabad,Ahmedabad,2023-02-10,Consumer,Organic Search
C002815,Sneha Reddy,Female,39,Patna,Patna,2024-09-28,Consumer,Marketplace
C002816,Vivaan Chopra,Female,52,Kolkata,Kolkata,2025-09-12,Small Business,Social Media
C002817,Manish Verma,Male,22,Mumbai,Mumbai,2025-10-31,Home Office,Social Media
C002818,Pooja Rao,Male,34,Nagpur,Nagpur,2024-11-29,Corporate,Social Media
C002819,Vivaan Mishra,Male,18,Guwahati,Guwahati,2025-03-21,Consumer,Paid Search
C002820,Sneha Kapoor,Female,37,Kochi,Kochi,2023-01-27,Consumer,Organic Search
C002821,Vivaan Iyer,Female,39,Jaipur,Jaipur,2024-11-04,Consumer,Referral
C002822,Nikhil Shah,Male,18,Delhi,Delhi,2024-07-03,Small Business,Social Media
C002823,Nisha Verma,Female,18,Bengaluru,Bengaluru,2022-04-21,Consumer,Paid Search
C002824,Reyansh Iyer,Female,30,Bhopal,Bhopal,2023-04-29,Consumer,Organic Search
C002825,Aditya Gupta,Female,18,Mumbai,Mumbai,2024-02-13,Consumer,Paid Search
C002826,Nikhil Nair,Male,20,Lucknow,Lucknow,2024-07-20,Consumer,Paid Search
C002827,Kabir Malhotra,Female,34,Nagpur,Nagpur,2022-07-04,Corporate,Paid Search
C002828,Priya Malhotra,Male,32,Surat,Surat,2022-06-21,Home Office,Organic Search
C002829,REYANSH YADAV,Male,41,Jaipur,Jaipur,2022-06-16,Corporate,Marketplace
C002830,Ananya Yadav,Male,45,Kolkata,Kolkata,2024-02-26,Consumer,Paid Search
C002831,Vikram Chopra,Female,43,Surat,Surat,2023-03-17,Consumer,Email
C002832,Aarav Sharma,Female,18,Kolkata,Kolkata,2022-10-05,Consumer,Social Media
C002833,Priya Iyer,Male,38,Bengaluru,Bengaluru,2025-10-23,Consumer,Referral
C002834,Karan Mehta,Female,25,Gurugram,Gurugram,2023-08-08,Consumer,Organic Search
C002835,Tanya Das,Female,35,Patna,Patna,2024-05-13,Home Office,Referral
C002836,Rahul Verma,Female,38,Bhubaneswar,Bhubaneswar,2026-06-18,Consumer,Organic Search
C002837,Nisha Patel,Female,24,Ahmedabad,Ahmedabad,2023-02-03,Corporate,Social Media
C002838,Riya Iyer,Male,24,Bhubaneswar,Bhubaneswar,2024-09-19,Consumer,Marketplace
C002839,Aditi Malhotra,Male,32,Ahmedabad,Ahmedabad,2023-05-13,Consumer,Organic Search
C002840,Kabir Sharma,Male,40,Kolkata,Kolkata,2024-11-23,Home Office,Paid Search
C002841,Kavya Rao,Female,23,Bhopal,Bhopal,2026-03-17,Consumer,Organic Search
C002842,Aarav Patel,Male,35,Indore,Indore,2026-02-04,Consumer,Email
C002843,Ishaan Iyer,Male,25,Kolkata,Kolkata,2025-07-16,Corporate,Affiliate
C002844,Sanya Malhotra,Male,34,Guwahati,Guwahati,2022-02-09,Consumer,Marketplace
C002845,Aarav Kumar,Male,18,Lucknow,Lucknow,2025-06-19,Consumer,Organic Search
C002846,Sanya Joshi,Female,23,Surat,Surat,2023-01-28,Consumer,Organic Search
C002847,Meera Mishra,Male,37,Mumbai,Mumbai,2024-12-02,Consumer,Social Media
C002848,Nikhil Rao,Female,43,Surat,Surat,2023-01-18,Consumer,Paid Search
C002849,Kavya Iyer,Female,35,Ahmedabad,Ahmedabad,2024-12-03,Consumer,Paid Search
C002850,Riya Malhotra,Male,43,Chennai,Chennai,2026-05-11,Small Business,Organic Search
C002851,Kavya Patel,Female,18,Pune,Pune,2022-05-17,Consumer,Organic Search
C002852,Ananya Joshi,Male,22,Indore,Indore,2024-06-12,Consumer,Paid Search
C002853,Manish Sharma,Female,38,Indore,Indore,2026-06-06,Consumer,Paid Search
C002854,Varun Rao,Female,29,Indore,Indore,2025-09-30,Consumer,Referral
C002855,Priya Chopra,Female,45,Mumbai,Mumbai,2022-09-13,Consumer,Organic Search
C002856,Pooja Kumar,Male,25,Kolkata,Kolkata,2023-07-12,Corporate,Organic Search
C002857,Karan Bose,Male,54,Ahmedabad,Ahmedabad,2022-08-10,Consumer,Social Media
C002858,Rahul Malhotra,Female,32,Lucknow,Lucknow,2024-08-26,Consumer,Social Media
C002859,Sanya Chopra,Male,39,Ahmedabad,Ahmedabad,2023-07-28,Corporate,Marketplace
C002860,Pooja Iyer,Female,34,Jaipur,Jaipur,2023-10-15,Corporate,Social Media
C002861,Unknown,Male,33,Hyderabad,Hyderabad,2026-02-28,Consumer,Paid Search
C002862,Arjun Gupta,Male,60,Kolkata,Kolkata,2023-05-22,Consumer,Referral
C002863,Karan Kapoor,Female,36,Chandigarh,Chandigarh,2025-10-03,Consumer,Organic Search
C002864,Nisha Bose,Male,30,Nagpur,Nagpur,2024-07-05,Consumer,Social Media
C002865,Sanya Kumar,Male,26,Coimbatore,Coimbatore,2025-12-09,Consumer,Paid Search
C002866,Aditi Joshi,Female,50,Lucknow,Lucknow,2024-02-27,Consumer,Marketplace
C002867,Vivaan Reddy,Female,29,Bengaluru,Bengaluru,2022-03-20,Consumer,Paid Search
C002868,Priya Reddy,Unknown,27,Hyderabad,Hyderabad,2022-07-29,Consumer,Referral
C002869,Kavya Reddy,Male,41,Kochi,Kochi,2024-05-01,Small Business,Social Media
C002870,Varun Mishra,Male,30,Nagpur,Nagpur,2026-05-16,Consumer,Paid Search
C002871,Ananya Kumar,Female,27,Coimbatore,Coimbatore,2024-10-23,Home Office,Organic Search
C002872,Kavya Yadav,Male,35,Chennai,Chennai,2025-01-01,Small Business,Organic Search
C002873,Sneha Mishra,Male,31,Kochi,Kochi,2024-05-20,Corporate,Email
C002874,Kabir Chopra,Female,24,Bhubaneswar,Bhubaneswar,2026-06-07,Consumer,Social Media
C002875,Rahul Bose,Male,22,Bhopal,Bhopal,2022-05-23,Consumer,Paid Search
C002876,Krishna Patel,Male,21,Bhubaneswar,Bhubaneswar,2025-11-14,Consumer,Paid Search
C002877,Sneha Rao,Female,30,Hyderabad,Hyderabad,2022-07-21,Consumer,Organic Search
C002878,Aditi Nair,Male,18,Gurugram,Gurugram,2023-09-05,Small Business,Organic Search
C002879,Sneha Mishra,Male,18,Gurugram,Gurugram,2022-08-31,Home Office,Social Media
C002880,Diya Joshi,Female,27,Bhubaneswar,Bhubaneswar,2022-09-03,Corporate,Social Media
C002881,Ananya Mehta,Male,47,Indore,Indore,2025-05-23,Consumer,Email
C002882,Isha Das,Male,34,Coimbatore,Coimbatore,2024-10-14,Consumer,Social Media
C002883,Rahul Mehta,Male,40,Nagpur,Nagpur,2024-09-11,Home Office,Social Media
C002884,Aditi Verma,Male,35,Ahmedabad,Ahmedabad,2025-03-03,Corporate,Marketplace
C002885,Sanya Kumar,Male,28,Pune,Pune,2022-08-25,Consumer,Social Media
C002886,Vikram Das,Male,48,Patna,Patna,2025-11-08,Consumer,Organic Search
C002887,Aarav Iyer,Female,37,Mysuru,Mysuru,2023-02-06,Corporate,Social Media
C002888,Manish Das,Female,19,Visakhapatnam,Visakhapatnam,2025-10-14,Corporate,Social Media
C002889,Tanya Sharma,Male,32,Visakhapatnam,Visakhapatnam,2025-10-30,Corporate,Marketplace
C002890,Meera Kapoor,Male,23,Ahmedabad,Ahmedabad,2024-08-08,Consumer,Paid Search
C002891,Kavya Sharma,Male,38,Visakhapatnam,Visakhapatnam,2026-03-12,Consumer,Organic Search
C002892,Ananya Patel,Female,22,Kolkata,Kolkata,2025-09-06,Consumer,Paid Search
C002893,Isha Chopra,Male,31,Coimbatore,Coimbatore,2022-04-25,Corporate,Social Media
C002894,Arjun Sharma,Male,50,Bengaluru,Bengaluru,2023-08-16,Consumer,Social Media
C002895,Nisha Bose,Male,24,Surat,Surat,2023-06-17,Corporate,Paid Search
C002896,Meera Gupta,Male,20,Jaipur,Jaipur,2023-08-17,Corporate,Affiliate
C002897,Kavya Das,Female,43,Chandigarh,Chandigarh,2025-03-24,Consumer,Social Media
C002898,Tanya Iyer,Male,32,Indore,Indore,2026-02-22,Consumer,Organic Search
C002899,Aarav Rao,Male,53,Visakhapatnam,Visakhapatnam,2022-12-23,Consumer,Paid Search
C002900,Sanya Sharma,Male,34,Kochi,Kochi,2025-10-04,Consumer,Organic Search
C002901,Siddharth Sharma,Male,19,Bengaluru,Bengaluru,2025-08-16,Corporate,Organic Search
C002902,Aditya Verma,Female,20,Bengaluru,Bengaluru,2024-03-29,Consumer,Referral
C002903,Diya Mishra,Male,45,Patna,Patna,2023-12-15,Small Business,Marketplace
C002904,Rahul Kapoor,Female,25,Noida,Noida,2023-03-16,Consumer,Referral
C002905,Ananya Malhotra,Female,20,Bhopal,Bhopal,,Consumer,Social Media
C002906,Ishaan Verma,Male,36,Chennai,Chennai,2025-10-04,Consumer,Marketplace
C002907,Kavya Bose,Female,25,Hyderabad,Hyderabad,2023-08-17,Corporate,Organic Search
C002908,Riya Malhotra,Female,37,Gurugram,Gurugram,2026-04-14,Home Office,Organic Search
C002909,Sanya Rao,Male,32,Mysuru,Mysuru,2024-07-09,Consumer,Organic Search
C002910,Aditi Shah,Male,33,Noida,Noida,2022-01-28,Consumer,Organic Search
C002911,Reyansh Mehta,Male,32,Bhubaneswar,Bhubaneswar,2022-01-21,Small Business,Organic Search
C002912,Aditya Rao,Female,36,Hyderabad,Hyderabad,2026-01-17,Corporate,Organic Search
C002913,Varun Sharma,Male,40,Patna,Patna,2025-02-28,Small Business,Organic Search
C002914,Ananya Iyer,Female,41,Delhi,Delhi,2022-04-10,Consumer,Marketplace
C002915,Aditya Kapoor,Male,26,Indore,Indore,2025-10-22,Consumer,Paid Search
C002916,Rohan Reddy,Female,53,Kochi,Kochi,2026-05-04,Consumer,Organic Search
C002917,Karan Rao,Male,37,Chandigarh,Chandigarh,2025-01-20,Consumer,Marketplace
C002918,Priya Chopra,Male,29,Patna,Patna,2025-06-19,Consumer,Email
C002919,Reyansh Joshi,Female,30,Patna,Patna,2025-01-17,Consumer,Referral
C002920,Tanya Joshi,Female,58,Mysuru,Mysuru,2024-09-12,Consumer,Social Media
C002921,Sanya Nair,Female,27,Patna,Patna,2022-01-18,Consumer,Social Media
C002922,Riya Shah,Non-Binary,35,Lucknow,Lucknow,2024-03-28,Home Office,Social Media
C002923,Pooja Rao,Male,38,Kolkata,Kolkata,2025-07-16,Consumer,Organic Search
C002924,Arjun Singh,Male,32,Nagpur,Nagpur,2022-10-09,Consumer,Organic Search
C002925,Krishna Das,Male,18,Mumbai,Mumbai,2025-12-22,Consumer,Organic Search
C002926,Vikram Singh,Female,23,Chennai,Chennai,2023-10-12,Home Office,Marketplace
C002927,Aditya Kapoor,Female,30,Chandigarh,Chandigarh,2022-03-24,Small Business,Organic Search
C002928,Ishaan Nair,Female,60,Lucknow,Lucknow,2024-02-05,Consumer,Social Media
C002929,Meera Singh,Male,18,Chennai,Chennai,2023-09-01,Consumer,Paid Search
C002930,Karan Bose,Female,34,Jaipur,Jaipur,2024-05-23,Corporate,Paid Search
C002931,Rahul Joshi,Male,30,Kolkata,Kolkata,2024-11-08,Consumer,Affiliate
C002932,Vivaan Joshi,Male,38,Patna,Patna,2022-05-13,Home Office,Organic Search
C002933,Sanya Joshi,Male,22,Coimbatore,Coimbatore,2026-05-26,Small Business,Marketplace
C002934,Varun Patel,Male,21,Kochi,Kochi,2024-01-19,Consumer,Referral
C002935,Krishna Rao,Female,18,Visakhapatnam,Visakhapatnam,2026-03-08,Home Office,Email
C002936,Varun Mehta,Male,24,Mysuru,Mysuru,2023-06-23,Consumer,Marketplace
C002937,Tanya Nair,Female,52,Jaipur,Jaipur,2025-04-17,Small Business,Organic Search
C002938,Ishaan Singh,Male,18,Ahmedabad,Ahmedabad,2022-06-15,Consumer,Organic Search
C002939,Aditya Mehta,Male,35,Nagpur,Nagpur,2022-11-28,Home Office,Referral
C002940,Diya Iyer,Male,55,Guwahati,Guwahati,2022-08-09,Consumer,Paid Search
C002941,Rohan Reddy,Male,18,Ahmedabad,Ahmedabad,2024-05-22,Consumer,Affiliate
C002942,Nisha Nair,Female,30,Visakhapatnam,Visakhapatnam,2023-07-23,Consumer,Email
C002943,Priya Yadav,Male,35,Kochi,Kochi,2024-10-02,Corporate,Email
